INDICATOR_ID,INDICATOR_LABEL_EN
GAR.5T8.Q3.GPIA,"Gross attendance ratio for tertiary education, middle quintile, adjusted gender parity index (GPIA)"
GAR.5T8.Q3.LPIA,"Gross attendance ratio for tertiary education, middle quintile, adjusted location parity index (LPIA)"
GAR.5T8.Q3.M,"Gross attendance ratio for tertiary education, middle quintile, male (%)"
GAR.5T8.Q3.M.LPIA,"Gross attendance ratio for tertiary education, middle quintile, male, adjusted location parity index (LPIA)"
GAR.5T8.Q4,"Gross attendance ratio for tertiary education, fourth quintile, both sexes (%)"
GAR.5T8.Q4.F,"Gross attendance ratio for tertiary education, fourth quintile, female (%)"
GAR.5T8.Q4.F.LPIA,"Gross attendance ratio for tertiary education, fourth quintile, female, adjusted location parity index (LPIA)"
GAR.5T8.Q4.GPIA,"Gross attendance ratio for tertiary education, fourth quintile, adjusted gender parity index (GPIA)"
GAR.5T8.Q4.LPIA,"Gross attendance ratio for tertiary education, fourth quintile, adjusted location parity index (LPIA)"
GAR.5T8.Q4.M,"Gross attendance ratio for tertiary education, fourth quintile, male (%)"
GAR.5T8.Q4.M.LPIA,"Gross attendance ratio for tertiary education, fourth quintile, male, adjusted location parity index (LPIA)"
GAR.5T8.Q5,"Gross attendance ratio for tertiary education, richest quintile, both sexes (%)"
GAR.5T8.Q5.F,"Gross attendance ratio for tertiary education, richest quintile, female (%)"
GAR.5T8.Q5.GPIA,"Gross attendance ratio for tertiary education, richest quintile, adjusted gender parity index (GPIA)"
GAR.5T8.Q5.LPIA,"Gross attendance ratio for tertiary education, richest quintile, adjusted location parity index (LPIA)"
GAR.5T8.Q5.M,"Gross attendance ratio for tertiary education, richest quintile, male (%)"
GAR.5T8.Q5.M.LPIA,"Gross attendance ratio for tertiary education, richest quintile, male, adjusted location parity index (LPIA)"
GAR.5T8.RUR,"Gross attendance ratio for tertiary education, rural, both sexes (%)"
GAR.5T8.RUR.F,"Gross attendance ratio for tertiary education, rural, female (%)"
GAR.5T8.RUR.GPIA,"Gross attendance ratio for tertiary education, rural, adjusted gender parity index (GPIA)"
GAR.5T8.RUR.M,"Gross attendance ratio for tertiary education, rural, male (%)"
GAR.5T8.RUR.Q2,"Gross attendance ratio for tertiary education, rural, second quintile, both sexes (%)"
GAR.5T8.RUR.Q2.F,"Gross attendance ratio for tertiary education, rural, second quintile, female (%)"
GAR.5T8.RUR.Q2.GPIA,"Gross attendance ratio for tertiary education, rural, second quintile, adjusted gender parity index (GPIA)"
GAR.5T8.RUR.Q2.M,"Gross attendance ratio for tertiary education, rural, second quintile, male (%)"
GAR.5T8.RUR.Q3,"Gross attendance ratio for tertiary education, rural, middle quintile, both sexes (%)"
GAR.5T8.RUR.Q3.F,"Gross attendance ratio for tertiary education, rural, middle quintile, female (%)"
GAR.5T8.RUR.Q3.GPIA,"Gross attendance ratio for tertiary education, rural, middle quintile, adjusted gender parity index (GPIA)"
GAR.5T8.RUR.Q3.M,"Gross attendance ratio for tertiary education, rural, middle quintile, male (%)"
GAR.5T8.RUR.Q4,"Gross attendance ratio for tertiary education, rural, fourth quintile, both sexes (%)"
GAR.5T8.RUR.Q4.F,"Gross attendance ratio for tertiary education, rural, fourth quintile, female (%)"
GAR.5T8.RUR.Q4.GPIA,"Gross attendance ratio for tertiary education, rural, fourth quintile, adjusted gender parity index (GPIA)"
GAR.5T8.RUR.Q4.M,"Gross attendance ratio for tertiary education, rural, fourth quintile, male (%)"
GAR.5T8.RUR.Q5,"Gross attendance ratio for tertiary education, rural, richest quintile, both sexes (%)"
GAR.5T8.RUR.Q5.M,"Gross attendance ratio for tertiary education, rural, richest quintile, male (%)"
GAR.5T8.URB,"Gross attendance ratio for tertiary education, urban, both sexes (%)"
GAR.5T8.URB.F,"Gross attendance ratio for tertiary education, urban, female (%)"
GAR.5T8.URB.GPIA,"Gross attendance ratio for tertiary education, urban, adjusted gender parity index (GPIA)"
GAR.5T8.URB.M,"Gross attendance ratio for tertiary education, urban, male (%)"
GAR.5T8.URB.Q2,"Gross attendance ratio for tertiary education, urban, second quintile, both sexes (%)"
GAR.5T8.URB.Q2.F,"Gross attendance ratio for tertiary education, urban, second quintile, female (%)"
GAR.5T8.URB.Q2.GPIA,"Gross attendance ratio for tertiary education, urban, second quintile, adjusted gender parity index (GPIA)"
GAR.5T8.URB.Q2.M,"Gross attendance ratio for tertiary education, urban, second quintile, male (%)"
GAR.5T8.URB.Q3,"Gross attendance ratio for tertiary education, urban, middle quintile, both sexes (%)"
GAR.5T8.URB.Q3.F,"Gross attendance ratio for tertiary education, urban, middle quintile, female (%)"
GAR.5T8.URB.Q3.GPIA,"Gross attendance ratio for tertiary education, urban, middle quintile, adjusted gender parity index (GPIA)"
GAR.5T8.URB.Q3.M,"Gross attendance ratio for tertiary education, urban, middle quintile, male (%)"
GAR.5T8.URB.Q4,"Gross attendance ratio for tertiary education, urban, fourth quintile, both sexes (%)"
GAR.5T8.URB.Q4.F,"Gross attendance ratio for tertiary education, urban, fourth quintile, female (%)"
GAR.5T8.URB.Q4.GPIA,"Gross attendance ratio for tertiary education, urban, fourth quintile, adjusted gender parity index (GPIA)"
GAR.5T8.URB.Q4.M,"Gross attendance ratio for tertiary education, urban, fourth quintile, male (%)"
GAR.5T8.URB.Q5,"Gross attendance ratio for tertiary education, urban, richest quintile, both sexes (%)"
GAR.5T8.URB.Q5.F,"Gross attendance ratio for tertiary education, urban, richest quintile, female (%)"
GAR.5T8.URB.Q5.GPIA,"Gross attendance ratio for tertiary education, urban, richest quintile, adjusted gender parity index (GPIA)"
GAR.5T8.URB.Q5.M,"Gross attendance ratio for tertiary education, urban, richest quintile, male (%)"
GCS.CURRICULA,"Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in national education policies"
GCS.NATLEDUPOL,"Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in national education policies"
GCS.STUDENTASSESSMENT,"Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in national education policies"
GCS.TEACHEDU,"Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in national education policies"
GER.5T8,"Gross enrolment ratio for tertiary education, both sexes (%)"
GER.5T8.F,"Gross enrolment ratio for tertiary education, female (%)"
GER.5T8.GPIA,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)"
GER.5T8.M,"Gross enrolment ratio for tertiary education, male (%)"
LR.AG15T24,"Youth literacy rate, population 15-24 years, both sexes (%)"
LR.AG15T24.F,"Youth literacy rate, population 15-24 years, female (%)"
LR.AG15T24.F.LPIA,"Youth literacy rate, population 15-24 years, female, adjusted location parity index (LPIA)"
LR.AG15T24.GPIA,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)"
LR.AG15T24.LPIA,"Youth literacy rate, population 15-24 years, adjusted location parity index (LPIA)"
LR.AG15T24.M,"Youth literacy rate, population 15-24 years, male (%)"
LR.AG15T24.M.LPIA,"Youth literacy rate, population 15-24 years, male, adjusted location parity index (LPIA)"
LR.AG15T24.RUR,"Youth literacy rate, population 15-24 years, rural, both sexes (%)"
LR.AG15T24.RUR.F,"Youth literacy rate, population 15-24 years, rural, female (%)"
LR.AG15T24.RUR.GPIA,"Youth literacy rate, population 15-24 years, rural, adjusted gender parity index (GPIA)"
LR.AG15T24.RUR.M,"Youth literacy rate, population 15-24 years, rural, male (%)"
LR.AG15T24.URB,"Youth literacy rate, population 15-24 years, urban, both sexes (%)"
LR.AG15T24.URB.F,"Youth literacy rate, population 15-24 years, urban, female (%)"
LR.AG15T24.URB.GPIA,"Youth literacy rate, population 15-24 years, urban, adjusted gender parity index (GPIA)"
LR.AG15T24.URB.M,"Youth literacy rate, population 15-24 years, urban, male (%)"
LR.AG15T99,"Adult literacy rate, population 15+ years, both sexes (%)"
LR.AG15T99.F,"Adult literacy rate, population 15+ years, female (%)"
LR.AG15T99.F.LPIA,"Adult literacy rate, population 15+ years, female, adjusted location parity index (LPIA)"
LR.AG15T99.GPIA,"Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)"
LR.AG15T99.LPIA,"Adult literacy rate, population 15+ years, adjusted location parity index (LPIA)"
LR.AG15T99.M,"Adult literacy rate, population 15+ years, male (%)"
LR.AG15T99.M.LPIA,"Adult literacy rate, population 15+ years, male, adjusted location parity index (LPIA)"
LR.AG15T99.RUR,"Adult literacy rate, population 15+ years, rural, both sexes (%)"
LR.AG15T99.RUR.F,"Adult literacy rate, population 15+ years, rural, female (%)"
LR.AG15T99.RUR.GPIA,"Adult literacy rate, population 15+ years, rural, adjusted gender parity index (GPIA)"
LR.AG15T99.RUR.M,"Adult literacy rate, population 15+ years, rural, male (%)"
LR.AG15T99.URB,"Adult literacy rate, population 15+ years, urban, both sexes (%)"
LR.AG15T99.URB.F,"Adult literacy rate, population 15+ years, urban, female (%)"
LR.AG15T99.URB.GPIA,"Adult literacy rate, population 15+ years, urban, adjusted gender parity index (GPIA)"
LR.AG15T99.URB.M,"Adult literacy rate, population 15+ years, urban, male (%)"
LR.AG25T64,"Literacy rate, population 25-64 years, both sexes (%)"
LR.AG25T64.F,"Literacy rate, population 25-64 years, female (%)"
LR.AG25T64.F.LPIA,"Literacy rate, population 25-64 years, female, adjusted location parity index (LPIA)"
LR.AG25T64.GPIA,"Literacy rate, population 25-64 years, adjusted gender parity index (GPIA)"
LR.AG25T64.LPIA,"Literacy rate, population 25-64 years, adjusted location parity index (LPIA)"
LR.AG25T64.M,"Literacy rate, population 25-64 years, male (%)"
LR.AG25T64.M.LPIA,"Literacy rate, population 25-64 years, male, adjusted location parity index (LPIA)"
LR.AG25T64.RUR,"Literacy rate, population 25-64 years, rural, both sexes (%)"
LR.AG25T64.RUR.F,"Literacy rate, population 25-64 years, rural, female (%)"
LR.AG25T64.RUR.GPIA,"Literacy rate, population 25-64 years, rural, adjusted gender parity index (GPIA)"
LR.AG25T64.RUR.M,"Literacy rate, population 25-64 years, rural, male (%)"
LR.AG25T64.URB,"Literacy rate, population 25-64 years, urban, both sexes (%)"
LR.AG25T64.URB.F,"Literacy rate, population 25-64 years, urban, female (%)"
LR.AG25T64.URB.GPIA,"Literacy rate, population 25-64 years, urban, adjusted gender parity index (GPIA)"
LR.AG25T64.URB.M,"Literacy rate, population 25-64 years, urban, male (%)"
LR.AG65T99,"Elderly literacy rate, population 65+ years, both sexes (%)"
LR.AG65T99.F,"Elderly literacy rate, population 65+ years, female (%)"
LR.AG65T99.F.LPIA,"Elderly literacy rate, population 65+ years, female, adjusted location parity index (LPIA)"
LR.AG65T99.GPIA,"Elderly literacy rate, population 65+ years, adjusted gender parity index (GPIA)"
LR.AG65T99.LPIA,"Elderly literacy rate, population 65+ years, adjusted location parity index (LPIA)"
LR.AG65T99.M,"Elderly literacy rate, population 65+ years, male (%)"
LR.AG65T99.M.LPIA,"Elderly literacy rate, population 65+ years, male, adjusted location parity index (LPIA)"
LR.AG65T99.RUR,"Elderly literacy rate, population 65+ years, rural, both sexes (%)"
LR.AG65T99.RUR.F,"Elderly literacy rate, population 65+ years, rural, female (%)"
LR.AG65T99.RUR.GPIA,"Elderly literacy rate, population 65+ years, rural, adjusted gender parity index (GPIA)"
LR.AG65T99.RUR.M,"Elderly literacy rate, population 65+ years, rural, male (%)"
LR.AG65T99.URB,"Elderly literacy rate, population 65+ years, urban, both sexes (%)"
LR.AG65T99.URB.F,"Elderly literacy rate, population 65+ years, urban, female (%)"
LR.AG65T99.URB.GPIA,"Elderly literacy rate, population 65+ years, urban, adjusted gender parity index (GPIA)"
LR.AG65T99.URB.M,"Elderly literacy rate, population 65+ years, urban, male (%)"
N.ATTACKS,"Number of attacks on students, personnel and institutions"
NARA.AGM1,"Adjusted net attendance rate, one year before the official primary entry age, both sexes (%)"
NARA.AGM1.F,"Adjusted net attendance rate, one year before the official primary entry age, female (%)"
NARA.AGM1.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, female, adjusted location parity index (LPIA)"
NARA.AGM1.F.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, female, adjusted wealth parity index (WPIA)"
NARA.AGM1.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, adjusted gender parity index (GPIA)"
NARA.AGM1.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, adjusted location parity index (LPIA)"
NARA.AGM1.M,"Adjusted net attendance rate, one year before the official primary entry age, male (%)"
NARA.AGM1.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, male, adjusted location parity index (LPIA)"
NARA.AGM1.M.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, male, adjusted wealth parity index (WPIA)"
NARA.AGM1.Q1,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, both sexes (%)"
NARA.AGM1.Q1.F,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, female (%)"
NARA.AGM1.Q1.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, female, adjusted location parity index (LPIA)"
NARA.AGM1.Q1.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.Q1.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, adjusted location parity index (LPIA)"
NARA.AGM1.Q1.M,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, male (%)"
NARA.AGM1.Q1.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, male, adjusted location parity index (LPIA)"
NARA.AGM1.Q2,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, both sexes (%)"
NARA.AGM1.Q2.F,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, female (%)"
NARA.AGM1.Q2.F.LPIA,"Adjusted attendance rate, one year before the official primary entry age, second quintile, female, adjusted location parity index (LPIA)"
NARA.AGM1.Q2.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.Q2.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, adjusted location parity index (LPIA)"
NARA.AGM1.Q2.M,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, male (%)"
NARA.AGM1.Q2.M.LPIA,"Adjusted attendance rate, one year before the official primary entry age, second quintile, male, adjusted location parity index (LPIA)"
NARA.AGM1.Q3,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, both sexes (%)"
NARA.AGM1.Q3.F,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, female (%)"
NARA.AGM1.Q3.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, female, adjusted location parity index (LPIA)"
NARA.AGM1.Q3.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.Q3.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, adjusted location parity index (LPIA)"
NARA.AGM1.Q3.M,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, male (%)"
NARA.AGM1.Q3.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, male, adjusted location parity index (LPIA)"
NARA.AGM1.Q4,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, both sexes (%)"
NARA.AGM1.Q4.F,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, female (%)"
NARA.AGM1.Q4.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, female, adjusted location parity index (LPIA)"
NARA.AGM1.Q4.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.Q4.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, adjusted location parity index (LPIA)"
NARA.AGM1.Q4.M,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, male (%)"
NARA.AGM1.Q4.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, male, adjusted location parity index (LPIA)"
NARA.AGM1.Q5,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, both sexes (%)"
NARA.AGM1.Q5.F,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, female (%)"
NARA.AGM1.Q5.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, female, adjusted location parity index (LPIA)"
NARA.AGM1.Q5.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.Q5.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, adjusted location parity index (LPIA)"
NARA.AGM1.Q5.M,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, male (%)"
NARA.AGM1.Q5.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, male, adjusted location parity index (LPIA)"
NARA.AGM1.RUR,"Adjusted net attendance rate, one year before the official primary entry age, rural, both sexes (%)"
NARA.AGM1.RUR.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, female (%)"
NARA.AGM1.RUR.F.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, female, adjusted wealth parity index (WPIA)"
NARA.AGM1.RUR.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, adjusted gender parity index (GPIA)"
NARA.AGM1.RUR.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, male  (%)"
NARA.AGM1.RUR.M.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, male, adjusted wealth parity index (WPIA)"
NARA.AGM1.RUR.Q1,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, both sexes (%)"
NARA.AGM1.RUR.Q1.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, female (%)"
NARA.AGM1.RUR.Q1.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.RUR.Q1.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, male (%)"
NARA.AGM1.RUR.Q2,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, both sexes (%)"
NARA.AGM1.RUR.Q2.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, female (%)"
NARA.AGM1.RUR.Q2.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.RUR.Q2.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, male (%)"
NARA.AGM1.RUR.Q3,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, both sexes (%)"
NARA.AGM1.RUR.Q3.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, female (%)"
NARA.AGM1.RUR.Q3.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.RUR.Q3.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, male (%)"
NARA.AGM1.RUR.Q4,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, both sexes (%)"
NARA.AGM1.RUR.Q4.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, female (%)"
NARA.AGM1.RUR.Q4.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.RUR.Q4.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, male (%)"
NARA.AGM1.RUR.Q5,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, both sexes (%)"
NARA.AGM1.RUR.Q5.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, female (%)"
NARA.AGM1.RUR.Q5.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.RUR.Q5.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, male (%)"
NARA.AGM1.RUR.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, adjusted wealth parity index (WPIA)"
NARA.AGM1.URB,"Adjusted net attendance rate, one year before the official primary entry age, urban, both sexes (%)"
NARA.AGM1.URB.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, female (%)"
NARA.AGM1.URB.F.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, female, adjusted wealth parity index (WPIA)"
NARA.AGM1.URB.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, adjusted gender parity index (GPIA)"
NARA.AGM1.URB.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, male  (%)"
NARA.AGM1.URB.M.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, male, adjusted wealth parity index (WPIA)"
NARA.AGM1.URB.Q1,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, both sexes (%)"
NARA.AGM1.URB.Q1.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, female (%)"
NARA.AGM1.URB.Q1.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.URB.Q1.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, male (%)"
NARA.AGM1.URB.Q2,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, both sexes (%)"
NARA.AGM1.URB.Q2.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, female (%)"
NARA.AGM1.URB.Q2.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.URB.Q2.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, male (%)"
NARA.AGM1.URB.Q3,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, both sexes (%)"
NARA.AGM1.URB.Q3.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, female (%)"
NARA.AGM1.URB.Q3.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.URB.Q3.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, male (%)"
NARA.AGM1.URB.Q4,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, both sexes (%)"
NARA.AGM1.URB.Q4.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, female (%)"
NARA.AGM1.URB.Q4.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.URB.Q4.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, male (%)"
NARA.AGM1.URB.Q5,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, both sexes (%)"
NARA.AGM1.URB.Q5.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, female (%)"
NARA.AGM1.URB.Q5.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.URB.Q5.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, male (%)"
NARA.AGM1.URB.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, adjusted wealth parity index (WPIA)"
NARA.AGM1.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, adjusted wealth parity index (WPIA)"
NER.0.CP,"Net enrolment rate, early childhood education, both sexes (%)"
NER.0.F.CP,"Net enrolment rate, early childhood education, female (%)"
NER.0.GPIA.CP,"Net enrolment rate, early childhood education, adjusted gender parity index (GPIA)"
NER.0.M.CP,"Net enrolment rate, early childhood education, male (%)"
NER.01.CP,"Net enrolment rate, early childhood educational development programmes, both sexes (%)"
NER.01.F.CP,"Net enrolment rate, early childhood educational development programmes, female (%)"
NER.01.GPIA.CP,"Net enrolment rate, early childhood educational development programmes, adjusted gender parity index (GPIA)"
NER.01.M.CP,"Net enrolment rate, early childhood educational development programmes, male (%)"
NER.02.CP,"Net enrolment rate, pre-primary, both sexes (%)"
NER.02.F.CP,"Net enrolment rate, pre-primary, female (%)"
NER.02.GPIA.CP,"Net enrolment rate, pre-primary, adjusted gender parity index (GPIA)"
NER.02.M.CP,"Net enrolment rate, pre-primary, male (%)"
NERA.AGM1.CP,"Adjusted net enrolment rate, one year before the official primary entry age, both sexes (%)"
NERA.AGM1.F.CP,"Adjusted net enrolment rate, one year before the official primary entry age, female (%)"
NERA.AGM1.GPIA.CP,"Adjusted net enrolment rate, one year before the official primary entry age, adjusted gender parity index (GPIA)"
NERA.AGM1.M.CP,"Adjusted net enrolment rate, one year before the official primary entry age, male (%)"
OAEPG.1,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, both sexes (%)"
OAEPG.1.F,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)"
OAEPG.1.GPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, adjusted gender parity index (GPIA)"
OAEPG.1.M,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)"
OAEPG.2.GPV,"Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, both sexes (%)"
OAEPG.2.GPV.F,"Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)"
OAEPG.2.GPV.GPIA,"Proportion of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, adjusted gender parity index (GPIA)"
OAEPG.2.GPV.M,"Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)"
OAEPG.H.1,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, both sexes (household survey data) (%)"
OAEPG.H.1.F,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (household survey data) (%)"
OAEPG.H.1.F.LPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female, adjusted location parity index (household survey data) (LPIA)"
OAEPG.H.1.F.WPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female, adjusted wealth parity index (household survey data) (WPIA)"
OAEPG.H.1.GPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.1.LPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, adjusted location parity index (household survey data) (LPIA)"
OAEPG.H.1.M,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (household survey data) (%)"
OAEPG.H.1.M.LPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male, adjusted location parity index (household survey data) (LPIA)"
OAEPG.H.1.M.WPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male, adjusted wealth parity index (household survey data) (WPIA)"
OAEPG.H.1.Q1,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, poorest quintile, both sexes (household survey data) (%)"
OAEPG.H.1.Q1.F,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, poorest quintile, female (household survey data) (%)"
OAEPG.H.1.Q1.F.LPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)"
OAEPG.H.1.Q1.GPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.1.Q1.LPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, poorest quintile, adjusted location parity index (household survey data) (LPIA)"
OAEPG.H.1.Q1.M,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, poorest quintile, male (household survey data) (%)"
